sciname,aphia_id,valid_sciname
malacoraja obscura,389265,malacoraja obscura
malacoraja senta,158554,malacoraja senta
malacoraja spinacidermis,105878,malacoraja spinacidermis
megachasma pelagios,281542,megachasma pelagios
megatrygon microps,1042870,megatrygon microps
mitsukurina owstoni,105842,mitsukurina owstoni
mobula alfredi,1042871,mobula alfredi
mobula birostris,1026118,mobula birostris
mobula hypostoma,158530,mobula hypostoma
mobula kuhlii,217436,mobula kuhlii
mobula mobular,105858,mobula mobular
mobula munkiana,271482,mobula munkiana
mobula rochebrunei,271483,mobula rochebrunei
mobula tarapacana,105859,mobula tarapacana
mobula thurstoni,217430,mobula thurstoni
mollisquama mississippiensis,1493851,mollisquama mississippiensis
mollisquama parini,281588,mollisquama parini
mustelus albipinnis,398259,mustelus albipinnis
mustelus antarcticus,271380,mustelus antarcticus
mustelus asterias,105821,mustelus asterias
mustelus californicus,271381,mustelus californicus
mustelus canis,158518,mustelus canis
mustelus dorsalis,271382,mustelus dorsalis
mustelus fasciatus,271383,mustelus fasciatus
mustelus griseus,271384,mustelus griseus
mustelus henlei,271386,mustelus henlei
mustelus higmani,271387,mustelus higmani
mustelus lenticulatus,271388,mustelus lenticulatus
mustelus lunulatus,271389,mustelus lunulatus
mustelus manazo,214561,mustelus manazo
mustelus mento,271390,mustelus mento
mustelus minicanis,271391,mustelus minicanis
mustelus mosis,214558,mustelus mosis
mustelus mustelus,105822,mustelus mustelus
mustelus norrisi,271392,mustelus norrisi
mustelus palumbes,214560,mustelus palumbes
mustelus punctulatus,105823,mustelus punctulatus
mustelus ravidus,390093,mustelus ravidus
mustelus schmitti,271393,mustelus schmitti
mustelus sinusmexicanus,271394,mustelus sinusmexicanus
mustelus stevensi,398260,mustelus stevensi
mustelus whitneyi,271395,mustelus whitneyi
mustelus widodoi,390092,mustelus widodoi
myliobatis aquila,105860,myliobatis aquila
myliobatis australis,271484,myliobatis australis
myliobatis californica,271485,myliobatis californica
myliobatis chilensis,271486,myliobatis chilensis
myliobatis freminvillei,399783,myliobatis freminvillei
myliobatis goodei,271487,myliobatis goodei
myliobatis hamlyni,271488,myliobatis hamlyni
myliobatis longirostris,271489,myliobatis longirostris
myliobatis peruvianus,271490,myliobatis peruvianus
myliobatis ridens,835027,myliobatis ridens
myliobatis tenuicaudatus,271491,myliobatis tenuicaudatus
myliobatis tobijei,271492,myliobatis tobijei
narcine atzi,275385,narcine atzi
narcine baliensis,1385174,narcine baliensis
narcine bancroftii,275386,narcine bancroftii
narcine brasiliensis,157866,narcine brasiliensis
narcine brevilabiata,275387,narcine brevilabiata
narcine brunnea,275388,narcine brunnea
narcine entemedor,275389,narcine entemedor
narcine insolita,275391,narcine insolita
narcine leoparda,275393,narcine leoparda
narcine lingula,275394,narcine lingula
narcine maculata,367293,narcine maculata
narcine oculifera,275396,narcine oculifera
narcine prodorsalis,275397,narcine prodorsalis
narcine rierai,221343,narcine rierai
narcine timlei,275399,narcine timlei
narcine vermiculata,1486845,narcine vermiculata
narcinops lasti,1486851,narcinops lasti
narcinops nelsoni,1486852,narcinops nelsoni
narcinops ornatus,1486853,narcinops ornatus
narcinops tasmaniensis,1460171,narcinops tasmaniensis
narcinops westraliensis,1486855,narcinops westraliensis
narke capensis,221344,narke capensis
narke dipterygia,278821,narke dipterygia
narke japonica,278822,narke japonica
nasolamia velox,281637,nasolamia velox
nebrius ferrugineus,220030,nebrius ferrugineus
negaprion acutidens,217356,negaprion acutidens
negaprion brevirostris,105800,negaprion brevirostris
neoharriotta carri,276731,neoharriotta carri
neoharriotta pinnata,221461,neoharriotta pinnata
neoharriotta pumila,221462,neoharriotta pumila
neoraja africana,271568,neoraja africana
neoraja caerulea,105879,neoraja caerulea
neoraja carolinensis,271569,neoraja carolinensis
neoraja iberica,398306,neoraja iberica
neoraja stehmanni,217398,neoraja stehmanni
neotrygon annotata,398329,neotrygon annotata
neotrygon australiae,1382142,neotrygon australiae
neotrygon bobwardi,1493872,neotrygon bobwardi
neotrygon caeruleopunctata,1382143,neotrygon caeruleopunctata
neotrygon indica,1524223,neotrygon indica
neotrygon kuhlii,398330,neotrygon kuhlii
neotrygon leylandi,398331,neotrygon leylandi
neotrygon malaccensis,1493873,neotrygon malaccensis
neotrygon moluccensis,1493874,neotrygon moluccensis
neotrygon ningalooensis,712402,neotrygon ningalooensis
neotrygon orientalis,1382144,neotrygon orientalis
neotrygon picta,398332,neotrygon picta
neotrygon trigonoides,1338682,neotrygon trigonoides
neotrygon vali,1383530,neotrygon vali
neotrygon varidens,1495454,neotrygon varidens
neotrygon westpapuensis,1493875,neotrygon westpapuensis
notoraja alisae,835028,notoraja alisae
notoraja azurea,398307,notoraja azurea
notoraja fijiensis,835029,notoraja fijiensis
notoraja hesperindica,1498345,notoraja hesperindica
notoraja hirticauda,390371,notoraja hirticauda
notoraja inusitata,835219,notoraja inusitata
notoraja lira,398308,notoraja lira
notoraja longiventralis,835030,notoraja longiventralis
notoraja martinezi,1385051,notoraja martinezi
notoraja ochroderma,281797,notoraja ochroderma
notoraja sapphira,474892,notoraja sapphira
notoraja sereti,1042802,notoraja sereti
notoraja sticta,398309,notoraja sticta
notoraja tobitukai,281798,notoraja tobitukai
notorynchus cepedianus,217628,notorynchus cepedianus
odontaspis ferox,105844,odontaspis ferox
odontaspis noronhai,105845,odontaspis noronhai
okamejei acutispina,279178,okamejei acutispina
okamejei arafurensis,398310,okamejei arafurensis
okamejei boesemani,279180,okamejei boesemani
okamejei cairae,712398,okamejei cairae
okamejei heemstrai,217399,okamejei heemstrai
okamejei hollandi,279182,okamejei hollandi
okamejei kenojei,279183,okamejei kenojei
okamejei leptoura,398311,okamejei leptoura
okamejei meerdervoortii,279185,okamejei meerdervoortii
okamejei mengae,398312,okamejei mengae
okamejei ornata,1043460,okamejei ornata
okamejei philipi,712400,okamejei philipi
okamejei schmidti,279188,okamejei schmidti
orbiraja jensenae,1043486,orbiraja jensenae
orbiraja powelli,1042877,orbiraja powelli
orectolobus floridus,398228,orectolobus floridus
orectolobus halei,398229,orectolobus halei
orectolobus hutchinsi,281929,orectolobus hutchinsi
orectolobus japonicus,281930,orectolobus japonicus
orectolobus leptolineatus,712374,orectolobus leptolineatus
orectolobus maculatus,281931,orectolobus maculatus
orectolobus ornatus,281932,orectolobus ornatus
orectolobus parvimaculatus,398230,orectolobus parvimaculatus
orectolobus reticulatus,398231,orectolobus reticulatus
orectolobus wardi,281933,orectolobus wardi
oxynotus bruniensis,271648,oxynotus bruniensis
oxynotus caribbaeus,271649,oxynotus caribbaeus
oxynotus centrina,105914,oxynotus centrina
oxynotus japonicus,271650,oxynotus japonicus
oxynotus paradoxus,105915,oxynotus paradoxus
paragaleus leucolomatus,220025,paragaleus leucolomatus
paragaleus pectoralis,105803,paragaleus pectoralis
paragaleus tengi,271331,paragaleus tengi
parascyllium collare,282108,parascyllium collare
parascyllium elongatum,398227,parascyllium elongatum
parascyllium ferrugineum,282109,parascyllium ferrugineum
parascyllium sparsimaculatum,282110,parascyllium sparsimaculatum
parascyllium variolatum,282111,parascyllium variolatum
parmaturus albimarginatus,398255,parmaturus albimarginatus
parmaturus albipenis,398256,parmaturus albipenis
parmaturus angelae,1493960,parmaturus angelae
parmaturus bigus,398257,parmaturus bigus
parmaturus campechiensis,282162,parmaturus campechiensis
parmaturus lanatus,398258,parmaturus lanatus
parmaturus macmillani,282163,parmaturus macmillani
parmaturus melanobranchus,282164,parmaturus melanobranchus
parmaturus nigripalatum,1385426,parmaturus nigripalatum
parmaturus pilosus,282165,parmaturus pilosus
parmaturus xaniurus,282166,parmaturus xaniurus
pastinachus ater,1019891,pastinachus ater
pastinachus gracilicaudus,712404,pastinachus gracilicaudus
pastinachus sephen,217419,pastinachus sephen
pastinachus solocirostris,278252,pastinachus solocirostris
pateobatis bleekeri,1043413,pateobatis bleekeri
pateobatis fai,1043416,pateobatis fai
pateobatis hortlei,1043417,pateobatis hortlei
pateobatis jenkinsii,1043418,pateobatis jenkinsii
pateobatis uarnacoides,1043412,pateobatis uarnacoides
pavoraja alleni,282180,pavoraja alleni
pavoraja arenaria,398313,pavoraja arenaria
pavoraja mosaica,398314,pavoraja mosaica
pavoraja nitida,282181,pavoraja nitida
pavoraja pseudonitida,398315,pavoraja pseudonitida
pavoraja umbrosa,398316,pavoraja umbrosa
pentanchus profundicolus,282201,pentanchus profundicolus
planonasus indicus,1385432,planonasus indicus
planonasus parini,835148,planonasus parini
platyrhina hyugaensis,712386,platyrhina hyugaensis
platyrhina psomadakisi,1022437,platyrhina psomadakisi
platyrhina sinensis,282279,platyrhina sinensis
platyrhina tangi,712387,platyrhina tangi
platyrhinoidis triseriata,282280,platyrhinoidis triseriata
plesiobatis daviesi,220089,plesiobatis daviesi
pliotrema annae,1429733,pliotrema annae
pliotrema kajae,1429729,pliotrema kajae
pliotrema warreni,217372,pliotrema warreni
poroderma africanum,217649,poroderma africanum
poroderma pantherinum,217650,poroderma pantherinum
prionace glauca,105801,prionace glauca
pristiophorus cirratus,282352,pristiophorus cirratus
pristiophorus delicatus,398276,pristiophorus delicatus
pristiophorus japonicus,282353,pristiophorus japonicus
pristiophorus lanae,835218,pristiophorus lanae
pristiophorus nancyae,712384,pristiophorus nancyae
pristiophorus nudipinnis,282354,pristiophorus nudipinnis
pristiophorus schroederi,282355,pristiophorus schroederi
pristis clavata,271422,pristis clavata
pristis microdon,217376,pristis microdon
pristis pectinata,105848,pristis pectinata
pristis perotteti,271423,pristis perotteti
pristis pristis,105849,pristis pristis
pristis zijsron,217375,pristis zijsron
proscyllium habereri,282368,proscyllium habereri
proscyllium magnificum,282369,proscyllium magnificum
proscyllium venustum,282370,proscyllium venustum
psammobatis bergi,282387,psammobatis bergi
psammobatis extenta,282388,psammobatis extenta
psammobatis lentiginosa,282389,psammobatis lentiginosa
psammobatis normani,282390,psammobatis normani
psammobatis parvacauda,282391,psammobatis parvacauda
psammobatis rudis,282392,psammobatis rudis
psammobatis rutrum,282393,psammobatis rutrum
psammobatis scobina,282394,psammobatis scobina
pseudobatos buthi,1374498,pseudobatos buthi
pseudobatos horkelii,1043490,pseudobatos horkelii
pseudobatos lentiginosus,1043479,pseudobatos lentiginosus
pseudobatos leucorhynchus,1043484,pseudobatos leucorhynchus
pseudobatos percellens,1043607,pseudobatos percellens
pseudobatos planiceps,1043480,pseudobatos planiceps
pseudobatos prahli,1043465,pseudobatos prahli
pseudobatos productus,1043469,pseudobatos productus
pseudocarcharias kamoharai,217632,pseudocarcharias kamoharai
pseudoginglymostoma brevicaudatum,220031,pseudoginglymostoma brevicaudatum
pseudoraja fischeri,282471,pseudoraja fischeri
pseudotriakis microdon,105805,pseudotriakis microdon
pteroplatytrygon violacea,158540,pteroplatytrygon violacea
raja asterias,105881,raja asterias
raja bahamensis,271571,raja bahamensis
